country_code,sector,year,question_code,question_text_2023,response,response_score
BRA,Air,2023,Q3bb.a.26,Does the regulator provide information to the legislature or the relevant budget authority on the costs and resources needed to fulfil its mandate prior to the next budget cycle?,yes,6
BRA2,Air,2023,Q3bb.a.26,Does the regulator provide information to the legislature or the relevant budget authority on the costs and resources needed to fulfil its mandate prior to the next budget cycle?,.,NA
BGR,Air,2023,Q3bb.a.26,Does the regulator provide information to the legislature or the relevant budget authority on the costs and resources needed to fulfil its mandate prior to the next budget cycle?,yes,6
CYP,Air,2023,Q3bb.a.26,Does the regulator provide information to the legislature or the relevant budget authority on the costs and resources needed to fulfil its mandate prior to the next budget cycle?,.,NA
HRV,Air,2023,Q3bb.a.26,Does the regulator provide information to the legislature or the relevant budget authority on the costs and resources needed to fulfil its mandate prior to the next budget cycle?,yes,6
MLT,Air,2023,Q3bb.a.26,Does the regulator provide information to the legislature or the relevant budget authority on the costs and resources needed to fulfil its mandate prior to the next budget cycle?,yes,6
PER,Air,2023,Q3bb.a.26,Does the regulator provide information to the legislature or the relevant budget authority on the costs and resources needed to fulfil its mandate prior to the next budget cycle?,yes,6
ROU,Air,2023,Q3bb.a.26,Does the regulator provide information to the legislature or the relevant budget authority on the costs and resources needed to fulfil its mandate prior to the next budget cycle?,.,NA
ZAF,Air,2023,Q3bb.a.26,Does the regulator provide information to the legislature or the relevant budget authority on the costs and resources needed to fulfil its mandate prior to the next budget cycle?,yes,6
AUT,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
AUS,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
BEL,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
CAN,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
CHL,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
COL,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
CRI,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
CZE,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
DNK,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
EST,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
FIN,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
FRA,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
DEU,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,.,NA
GRC,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
HUN,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
ISL,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,.,NA
IRL,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
ISR,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
ITA,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
JPN,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
KOR,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,.,NA
LVA,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
LTU,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
LUX,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
MEX,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
NLD,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
NZL,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
NOR,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
POL,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
PRT,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
SVK,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,.,NA
SVN,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,.,NA
ESP,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
SWE,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
CHE,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
TUR,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
GBR,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
BRA,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
BRA2,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,.,NA
BGR,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
CYP,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,.,NA
HRV,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
MLT,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
PER,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,.,NA
ROU,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,.,NA
ZAF,Air,2018,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
AUT,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
AUS,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
BEL,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
CAN,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
CHL,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
COL,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
CRI,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
CZE,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
DNK,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
EST,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
FIN,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
FRA,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
DEU,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,.,NA
GRC,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
HUN,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
ISL,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,.,NA
IRL,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
ISR,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
ITA,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
JPN,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
KOR,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
LVA,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
LTU,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
LUX,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
MEX,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
NLD,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
NZL,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
NOR,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
POL,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
PRT,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
SVK,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,.,NA
SVN,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,.,NA
ESP,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
SWE,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
CHE,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
TUR,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
GBR,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
BRA,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
BRA2,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,.,NA
BGR,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
CYP,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,.,NA
HRV,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
MLT,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
PER,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,regulator within general financial management rules,6
ROU,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,.,NA
ZAF,Air,2023,Q3bb.a.27,Which body is responsible for deciding the regulator’s allocation of expenditures?,governmental/ministerial body,0
AUT,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
AUS,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
BEL,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
CAN,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
CHL,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
COL,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
CRI,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
CZE,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
DNK,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
EST,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
FIN,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
FRA,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
DEU,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
GRC,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
HUN,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
ISL,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
IRL,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
ISR,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
ITA,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
JPN,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
KOR,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
LVA,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
LTU,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
LUX,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
MEX,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
NLD,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
NZL,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
NOR,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
POL,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
PRT,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
SVK,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
SVN,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
ESP,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
SWE,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
CHE,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
TUR,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
GBR,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
BRA,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
BRA2,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
BGR,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
CYP,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
HRV,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
MLT,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
PER,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
ROU,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
ZAF,Air,2018,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
AUT,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
AUS,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
BEL,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
CAN,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
CHL,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
COL,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
CRI,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
CZE,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
DNK,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
EST,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
FIN,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
FRA,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
DEU,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
GRC,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
HUN,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
ISL,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
IRL,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
ISR,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
ITA,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
JPN,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
KOR,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
LVA,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
LTU,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
LUX,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
MEX,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
NLD,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
NZL,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
NOR,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
POL,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
PRT,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
SVK,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
SVN,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
ESP,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
SWE,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
CHE,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
TUR,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
GBR,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
BRA,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
BRA2,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
BGR,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
CYP,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
HRV,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (in line with a legislative requirement),NA
MLT,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
PER,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,yes (even if there is no legislative requirement),NA
ROU,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,.,NA
ZAF,Air,2023,Q3bb.b.4,Does the regulator provide feedback on comments received by stakeholders?,no,NA
AUT,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,no/not applicable,NA
AUS,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
BEL,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,no/not applicable,NA
CAN,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
CHL,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
COL,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
CRI,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
CZE,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
DNK,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,no/not applicable,NA
EST,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
FIN,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,no/not applicable,NA
FRA,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,no/not applicable,NA
DEU,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,.,NA
GRC,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,no/not applicable,NA
HUN,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
ISL,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,.,NA
IRL,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
ISR,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
ITA,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
JPN,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
KOR,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,.,NA
LVA,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,no/not applicable,NA
LTU,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,no/not applicable,NA
LUX,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,no/not applicable,NA
MEX,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
NLD,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,no/not applicable,NA
NZL,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
NOR,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,no/not applicable,NA
POL,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
PRT,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
SVK,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,.,NA
SVN,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,.,NA
ESP,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
SWE,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,no/not applicable,NA
CHE,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
TUR,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
GBR,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,no/not applicable,NA
BRA,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,yes,NA
BRA2,Air,2018,Q3bb.b.7,Is there a legislative requirement for the regulator to answer requests from or attend hearings organized by parliamentary/congressional committees?,.,NA
